theorem	axioms
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.match_3.eq_2	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.match_5.eq_1	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.match_5.eq_2	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.match_7.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.match_7.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.match_7.eq_3	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.match_7.eq_4	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.match_7.eq_5	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_17.eq_1	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_17.eq_2	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_21.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_21.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_21.eq_3	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_24.eq_1	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_24.eq_2	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_1	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_10	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_11	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_12	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_13	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_14	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_15	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_16	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_17	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_18	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_19	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_2	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_20	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_21	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_22	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_23	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_24	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_3	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_4	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_5	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_6	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_7	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_8	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_9	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_7.eq_1	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.evaluatePrim.withFiber.match_7.eq_2	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.frameExitState.match_1.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.frameExitState.match_1.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.registerRace.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.registerRace.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.spawn.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.spawn.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Machine.spawn.match_1.eq_3	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Prim.armA.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Prim.armA.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Program.evaluateNative.match_1.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Program.evaluateNative.match_1.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Program.evaluateNative.match_4.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Program.evaluateNative.match_4.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Program.evaluateNative.match_4.eq_3	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Program.evaluateNative.match_4.eq_4	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Program.exitScoped.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Program.exitScoped.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Program.exitScoped.match_3.eq_1	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Program.exitScoped.match_3.eq_2	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Program.exitScoped.match_5.eq_1	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Program.exitScoped.match_5.eq_2	[]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Program.exitScoped.match_7.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.DeferredCause.0.Effect4.Program.exitScoped.match_7.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.joinPushed.match_1.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.joinPushed.match_1.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.passPushed.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.passPushed.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.passPushed.match_3.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.passPushed.match_3.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.pendingCause.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.pendingCause.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.resumeValue.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.resumeValue.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.resumeValue.match_3.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.resumeValue.match_3.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.resumeValue.match_3.eq_3	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.resumeValue.match_3.eq_4	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_10	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_11	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_12	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_13	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_14	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_15	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_16	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_17	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_18	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_3	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_4	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_5	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_6	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_7	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_8	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.FrameFiber.step.match_1.eq_9	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.RunMachine.modify.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.RunMachine.modify.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.countdownPark.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.countdownPark.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.countdownWalk.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.countdownWalk.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.finalizerOr.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.finalizerOr.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.finalizerOr.match_3.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.finalizerOr.match_3.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.interruptAs.match_3.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.interruptAs.match_3.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_10.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_10.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_10.eq_3	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_10.eq_4	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_10.eq_5	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_12.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_12.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_12.eq_3	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_3.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_3.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_5.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_5.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_7.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_7.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_7.eq_3	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_7.eq_4	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.match_7.eq_5	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_11.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_17.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_17.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_21.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_21.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_21.eq_3	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_24.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_24.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_10	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_11	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_12	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_13	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_14	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_15	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_16	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_17	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_18	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_19	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_20	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_21	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_22	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_23	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_24	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_3	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_4	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_5	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_6	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_7	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_8	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_9	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_7.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.evaluatePrim.withFiber.match_7.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.frameExitState.match_1.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.frameExitState.match_1.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.linkScope.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.linkScope.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.linkScope.match_3.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.linkScope.match_3.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.linkScope.match_3.eq_3	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.spawn.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.spawn.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.spawn.match_1.eq_3	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.storesCloseScopeUnsafe.match_1.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.storesCloseScopeUnsafe.match_1.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Machine.storesCloseScopeUnsafe.match_1.eq_3	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Prim.answerOf.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Prim.answerOf.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Prim.armA.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Prim.armA.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.FrameOwned.FrameProof.answerSites.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.FrameOwned.FrameProof.answerSites.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.FrameOwned.FrameProof.answerSites.match_1.eq_3	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.FrameOwned.FrameProof.answerSites.match_1.eq_4	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.FrameOwned.FrameProof.stepSites.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.FrameOwned.FrameProof.stepSites.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.FrameOwned.optionRaceSites.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.FrameOwned.optionRaceSites.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.actionRaceSites.match_1.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.actionRaceSites.match_1.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.actionRaceSites.match_1.eq_3	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.actionRaceSites.match_1.eq_4	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.actionRaceSites.match_1.eq_5	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.actionRaceSites.match_1.eq_6	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.Guard.actionRaceSites.match_1.eq_7	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.evaluateNative.match_1.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.evaluateNative.match_1.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.evaluateNative.match_4.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.evaluateNative.match_4.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.evaluateNative.match_4.eq_3	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.evaluateNative.match_4.eq_4	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.exitScoped.match_1.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.exitScoped.match_1.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.exitScoped.match_3.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.exitScoped.match_3.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.exitScoped.match_5.eq_1	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.exitScoped.match_5.eq_2	[]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.exitScoped.match_7.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.exitScoped.match_7.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpAt.match_1.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpAt.match_1.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpAt.match_1.eq_3	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpAt.match_1.eq_4	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpAt.match_10.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpAt.match_10.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpAt.match_4.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpAt.match_4.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpAt.match_4.eq_3	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpAt.match_4.eq_4	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpAt.match_7.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpAt.match_7.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_1.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_1.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_11.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_11.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_11.eq_3	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_16.eq_1	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_16.eq_10	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_16.eq_11	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_16.eq_2	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_16.eq_3	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_16.eq_4	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_16.eq_5	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_16.eq_6	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_16.eq_7	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_16.eq_8	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_16.eq_9	[propext]
_private.Effect4.Laws.Program.Guard.FrameOwned.0.Effect4.Program.interpOf.match_20.eq_1	[propext]
